situation,z_estimation_1,z_estimation_2
240_a,88.34988520695613
240_b,87.48345008263222
176_a,66.68736149714543
160_a,63.60193143572126
160_b,63.491584232875276
160_c,66.98242891751804
204_722_a,73.7704651776482,160.4000378776999
204_722_b,74.02866991828469,159.9316244686351
250_350_a,85.31325396369485,106.9594529095818
250_350_b,85.62271566951976,107.13535263959099
176_504_a,66.54465746879578,139.1172860952524
176_504_b,67.70432353019714,138.93073214017429
150_350_a,57.90637461344401,107.6138224882238
150_350_b,57.59456736246745,107.68804258458755
298_604_a,97.42485284805298,144.22073498894187
298_604_b,97.53707706227021,145.42221641540527
100_a,44.29342498779297
100_b,42.729491763644745
100_c,42.323936462402344
100_d,42.94450378417969
100_e,42.06638378567166
100_f,42.995649337768555
100_g,42.62370567321777
100_h,45.03646812438965
400_a,113.653990352855
400_b,114.62858671300552
400_c,116.02526406680836
400_d,113.23312063778148
400_e,113.16063404083252
400_f,114.67248480660575
400_g,114.40251249425552
300_a,96.39623080982881
300_b,96.43340077119716
300_c,95.72927856445312
300_d,95.4038953781128
300_e,97.17504358291626
300_f,96.34863056856044
300_g,96.66109197279987
250_a,85.67649841308594
250_b,85.94720369226792
250_c,85.79294496424058
250_d,84.8863790175494
250_e,86.01136510512409
250_f,85.77419864430146
250_g,85.61142506318934
600_a,144.72308080336626
600_b,145.34904670715332
600_c,143.37145137786865
600_d,146.38024633071
600_e,146.19077491760254
600_f,147.9870013068704
600_g,146.34253751314603
600_h,145.51114654541016
500_a,131.04017235251035
500_b,131.41280937194824
500_c,129.4551682472229
500_d,127.00315999984741
500_e,132.5041265487671
500_f,132.14738137381417
500_g,131.3359074312098
350_a,103.83410599652458
350_b,104.08546761905446
350_c,102.78214847340303
350_d,103.35617780685425
350_e,104.9188793406767
350_f,104.10310498405906
350_g,104.55456857120289
550_a,137.64133588005515
550_b,137.68893971162683
550_c,138.17431926727295
550_d,135.701406955719
550_e,137.71384756905692
550_f,137.84096145629883
550_g,140.4575319290161
550_h,139.4807608468192
550_i,138.80876069910386
200_a,74.21433706844554
200_b,73.73543234432445
200_c,74.89198931525735
200_d,71.58270106596105
200_e,74.23687789019417
200_f,73.82394902846393
200_g,72.5779006060432
450_a,123.18567118925206
450_b,123.20842473647174
450_c,121.80838823318481
450_d,122.77540445327759
450_e,123.843514919281
450_f,123.89949798583984
450_g,123.75815402760225
150_a,58.151824053596044
150_b,58.396340762867645
150_c,57.67777566348805
150_d,58.44962692260742
150_e,57.90954455207376
150_f,58.01403307914734
150_g,58.08379700604607
150_h,57.58486557006836
150_i,58.59988089168773
